season,player_id,player_name,position,weight,standing_vertical_leap,max_vertical_leap,lane_agility_time,three_quarter_sprint
2008,201601,Luc Mbah a Moute,SF,221.0,32.0,38.5,11.71,3.17
2008,201580,JaVale McGee,C-PF,241.0,27.0,32.5,12.75,3.25
2008,12263,Drew Neitzel,PG,175.5,25.5,32.0,11.19,3.2
2008,201634,DeMarcus Nelson,PG-SG,198.0,34.5,38.5,10.54,3.13
2008,201624,David Padgett,C-PF,239.5,24.0,28.0,12.45,3.45
2008,12264,Jeremy Pargo,PG,208.0,32.0,37.0,10.65,3.07
2008,12265,Trent Plaisted,PF,240.0,30.5,35.5,11.32,3.17
2008,12266,Quan Prowell,SF-PF,225.5,32.0,36.0,11.79,3.14
2008,12267,Shaun Pruitt,C-PF,242.2,27.0,32.5,11.3,3.4
2008,201576,Anthony Randolph,PF-SF,197.0,29.0,35.0,11.86,3.26
2008,12268,Charles Rhodes,PF,244.0,26.5,33.5,11.51,3.13
2008,12259,John Riek,C,237.0,,,,
2008,12269,Brian Roberts,PG,173.0,31.5,36.5,10.65,3.05
2008,201781,Russell Robinson,PG,196.0,25.0,31.5,11.3,3.15
2008,12270,Richard Roby,SG-SF,203.0,,,,
2008,201565,Derrick Rose,PG,196.0,34.5,40.0,11.69,3.05
2008,201606,Sean Singletary,PG,183.8,26.0,,,
2008,12271,Ronald Steele,PG,183.5,25.0,29.5,11.08,3.26
2008,201446,Mike Taylor,SG-PG,166.2,31.0,39.0,10.98,3.08
2008,12272,Bryce Taylor,SG,210.0,34.5,41.0,11.08,3.19
2008,201872,Mark Tyndale,SG-SF,217.0,27.0,33.5,12.52,3.14
2008,12273,Robert Vaden,SG,199.0,26.0,29.5,11.97,3.4
2008,201622,Deron Washington,SF,198.5,34.0,40.0,11.03,3.09
2008,201603,Sonny Weems,SG-SF,193.0,29.0,36.5,10.58,2.96
2008,201566,Russell Westbrook,PG,192.0,30.0,36.5,10.98,3.08
2008,199,Reggie Williams,SG,199.0,31.5,36.5,11.32,3.07
2009,202399,Jeff Adrien,PF,236.2,27.5,31.5,11.34,3.32
2009,201965,Jeff Ayres,PF,239.6,31.0,35.0,11.98,3.14
2009,201958,Rodrigue Beaubois,PG,182.4,29.5,39.0,10.49,3.15
2009,201971,DeJuan Blair,PF,276.6,26.0,33.0,11.5,3.45
2009,201974,Derrick Brown,SF-PF,224.6,30.5,35.5,11.26,3.13
2009,201978,Chase Budinger,SF-SG,206.4,29.5,38.5,11.08,3.24
2009,201960,DeMarre Carroll,PF-SF,207.2,,,,
2009,201956,Omri Casspi,SF,211.2,25.5,32.5,11.15,3.28
2009,12275,Dionte Christmas,SG,210.8,27.0,33.5,10.83,3.21
2009,201947,Earl Clark,SF-PF,228.4,28.5,33.0,11.17,3.35
2009,201954,Darren Collison,PG,166.2,30.5,33.5,10.45,3.1
2009,201967,Dante Cunningham,PF,227.4,28.0,35.0,11.18,3.26
2009,201939,Stephen Curry,PG-SG,181.0,29.5,35.5,11.07,3.28
2009,201948,Austin Daye,SF-PF,191.8,25.0,28.0,12.11,3.55
2009,201942,DeMar DeRozan,SG-SF,211.2,29.0,38.5,11.88,3.31
2009,201962,Toney Douglas,PG,183.4,28.0,32.5,10.63,3.03
2009,201961,Wayne Ellington,SG,202.4,31.5,38.0,11.14,3.2
2009,201936,Tyreke Evans,PG-SG,220.6,28.5,34.0,11.81,3.17
2009,201938,Jonny Flynn,PG,195.6,33.0,40.0,10.86,3.23
2009,201959,Taj Gibson,PF,214.4,25.5,30.0,11.56,3.41
2009,201980,Danny Green,SG-SF,208.0,29.0,33.0,11.3,3.3
2009,201933,Blake Griffin,PF,248.4,32.0,35.5,10.95,3.28
2009,201946,Tyler Hansbrough,PF,234.2,27.5,34.0,11.12,3.27
2009,201935,James Harden,SG,222.0,31.5,37.0,11.1,3.13
2009,201945,Gerald Henderson,SG-SF,214.6,31.5,35.0,11.17,3.14
2009,12278,Josh Heytvelt,PF-C,246.2,28.5,34.0,11.67,3.38
2009,201941,Jordan Hill,PF-C,232.4,31.0,35.0,12.23,3.3
2009,201950,Jrue Holiday,PG-SG,199.0,28.5,34.0,10.64,3.21
2009,12279,Joe Ingles,SF,209.2,26.0,31.0,10.66,3.3
2009,201949,James Johnson,SF-PF,257.2,30.5,35.0,11.21,3.23
2009,201951,Ty Lawson,PG,196.6,29.0,36.5,10.98,3.12
2009,201953,Eric Maynor,PG,163.6,28.5,31.5,10.78,3.19
2009,12282,Jack McClinton,SG-PG,185.2,30.0,36.5,10.44,3.21
2009,12283,Jerel McNeal,SG,190.4,31.5,36.5,10.61,3.25
2009,201975,Jodie Meeks,SG,211.4,28.5,37.0,10.96,3.1
2009,201988,Patty Mills,PG,175.4,27.5,33.0,10.87,3.1
2009,201957,Byron Mullens,C,258.2,28.5,32.5,11.1,3.45
2009,201985,A.J. Price,PG,192.8,26.0,31.0,10.99,3.22
2009,12284,Tyler Smith,SF,212.0,29.0,33.5,10.69,3.24
2009,201969,DaJuan Summers,SF,243.0,29.5,34.5,10.94,3.17
2009,201966,Jermaine Taylor,SG,207.4,34.0,37.5,11.54,3.32
2009,201952,Jeff Teague,PG,175.2,30.5,36.5,11.05,3.18
2009,201934,Hasheem Thabeet,C,267.2,,,,
2009,201977,Marcus Thornton,SG,194.4,31.0,33.0,10.73,3.28
2009,201944,Terrence Williams,SG-SF,213.2,30.5,37.0,11.15,3.18
2009,201970,Sam Young,SF-SG,222.8,27.5,33.0,11.47,3.45
2010,202374,Solomon Alabi,C,237.4,22.5,26.0,13.2,3.68
2010,202332,Cole Aldrich,C,236.0,23.0,28.0,11.48,3.35
2010,202329,Al-Farouq Aminu,SF,216.0,27.0,33.5,11.29,3.3
2010,202341,James Anderson,SF,207.6,30.0,35.5,11.86,3.19
2010,202337,Luke Babbitt,SF-PF,217.8,29.5,37.5,10.98,3.4
2010,202339,Eric Bledsoe,PG,191.6,,,,
2010,202344,Trevor Booker,PF,235.8,31.0,36.0,11.15,3.1
2010,202342,Craig Brackins,PF-SF,229.0,26.0,35.0,11.65,3.39
2010,202340,Avery Bradley,SG-PG,180.4,31.5,37.5,11.47,3.14
2010,202382,Derrick Caracter,PF,280.0,25.0,30.5,12.78,3.61
2010,202395,Sherron Collins,PG,217.2,27.5,33.0,12.31,3.24
2010,202326,DeMarcus Cousins,C,291.8,23.5,27.5,11.4,3.55
2010,202348,Jordan Crawford,SG,198.4,31.5,34.5,11.03,3.37
2010,202334,Ed Davis,PF,226.6,31.0,36.0,11.7,3.21
2010,202365,Devin Ebanks,SF,207.8,23.5,32.0,11.69,3.44
2010,202324,Derrick Favors,PF,245.2,31.5,35.5,11.74,3.25
2010,12316,Keith Gallon,PF-C,301.8,23.5,28.5,13.44,3.7
2010,12317,Charles Garcia,SF,231.6,24.5,30.5,11.65,3.23
2010,202331,Paul George,SF,214.4,,,,
2010,202376,Luke Harangody,PF,240.2,24.0,28.5,11.83,3.41
2010,202412,Manny Harris,SG,185.1,,,,
2010,202351,Lazar Hayward,SG-SF,225.8,31.0,36.0,10.87,3.31
2010,202330,Gordon Hayward,SF,211.0,30.5,34.5,11.73,3.22
2010,202333,Xavier Henry,SG,210.2,28.5,36.5,11.1,3.18
2010,202359,Darington Hobson,SG-SF,203.6,29.0,34.0,11.68,3.25
2010,202345,Damion James,SF,226.6,29.0,33.0,10.89,3.2
2010,202325,Wesley Johnson,SF,206.4,32.0,37.0,11.43,3.14
2010,202356,Armon Johnson,PG-SG,195.2,31.5,38.5,11.25,3.19
2010,202346,Dominique Jones,SG,216.0,26.0,32.5,10.88,3.31
2010,12329,Jerome Jordan,C,244.2,,,,
2010,12330,Sylven Landesberg,SG,210.0,28.0,32.0,11.59,3.36
2010,202371,Gani Lawal,PF,233.4,27.0,31.5,11.61,3.24
2010,202328,Greg Monroe,PF-C,246.6,25.0,29.0,12.1,3.35
2010,202350,Daniel Orton,C,269.2,24.0,30.5,12.32,3.39
2010,12334,Artsiom Parakhouski,C,268.2,25.5,26.5,12.07,3.33
2010,202335,Patrick Patterson,PF,239.6,28.5,33.5,11.14,3.25
2010,202354,Dexter Pittman,PF-C,302.6,,,,
2010,202360,Andy Rautins,SG,191.6,23.5,30.5,11.27,3.49
2010,12338,Ryan Richards,PF,230.2,25.0,28.5,11.33,3.37
2010,202383,Stanley Robinson,SF,213.2,,37.5,11.65,3.23
2010,202336,Larry Sanders,PF-C,222.4,25.5,28.0,12.49,3.27
2010,12341,Jon Scheyer,PG-SG,180.0,,,,
2010,202362,Lance Stephenson,SG,227.0,27.0,33.0,11.39,3.38
2010,12343,Mikhail Torrance,PG,208.8,23.0,32.0,11.43,3.17
2010,202323,Evan Turner,SG,213.8,27.5,34.5,11.06,3.27
2010,202327,Ekpe Udoh,PF,237.4,31.0,33.5,11.15,3.29
2010,12346,Jarvis Varnado,PF-C,210.2,29.5,32.5,11.61,3.37
2010,202349,Greivis Vasquez,PG-SG,210.8,,,,
2010,202322,John Wall,PG,195.6,30.0,39.0,10.84,3.14
2010,202378,Willie Warren,SG-PG,208.4,23.0,31.5,11.21,3.5
2010,202358,Terrico White,SG-PG,202.6,31.0,40.0,11.38,3.15
2010,202355,Hassan Whiteside,C-PF,226.6,27.0,31.5,11.83,3.54
2011,202728,Keith Benson,C-PF,217.0,31.5,36.0,11.88,3.35
2011,202705,Marshon Brooks,SG,194.6,34.0,38.5,10.74,3.09
2011,202692,Alec Burks,SG,192.6,29.0,36.0,10.96,3.17
2011,202710,Jimmy Butler,SF,222.2,32.0,39.0,11.12,3.15
2011,202708,Norris Cole,PG,174.4,29.5,38.5,10.07,3.22
2011,202739,Jon Diebler,SG,196.6,28.0,35.0,10.94,3.37
2011,12406,Michael Dunigan,PF-C,237.6,29.5,34.5,11.85,3.27
2011,12407,LaceDarius Dunn,SG,187.8,26.5,31.0,11.45,3.27
2011,202702,Kenneth Faried,PF,224.6,30.5,35.0,11.35,3.26
2011,12409,James Fredette,PG,196.0,28.0,33.0,10.42,3.21
2011,202726,Andrew Goudelock,PG,197.6,32.5,37.0,10.33,3.1
2011,202706,Jordan Hamilton,SF,228.4,25.0,32.0,11.47,3.3
2011,202712,Justin Harper,PF-SF,228.0,28.5,33.0,11.92,3.3
2011,202699,Tobias Harris,SF-PF,222.8,31.5,37.5,10.96,3.17
2011,202715,Tyler Honeycutt,SF,186.8,30.0,37.0,11.68,3.07
2011,12415,Scotty Hopson,SG,204.6,32.5,36.0,10.47,3.18
2011,202681,Kyrie Irving,PG,191.0,,,,
2011,12417,Rick Jackson,PF,241.8,28.5,33.0,11.51,3.26
2011,202724,Charles Jenkins,PG-SG,216.4,29.5,34.0,11.68,3.18
2011,202707,JaJuan Johnson,PF,219.8,33.5,38.0,11.21,3.14
2011,202709,Cory Joseph,PG,186.2,27.5,35.0,10.75,3.27
2011,202683,Enes Kanter,PF-C,259.2,26.0,32.5,11.3,3.26
2011,202688,Brandon Knight,PG,176.8,29.0,37.5,10.74,3.07
2011,202723,Malcolm Lee,SG,198.2,30.0,35.5,11.2,3.09
2011,202695,Kawhi Leonard,SF,227.4,25.5,32.0,11.45,3.15
2011,202727,Travis Leslie,SG,205.0,33.0,40.5,11.0,3.13
2011,202720,Jon Leuer,PF,223.2,29.5,36.5,10.82,3.36
2011,202732,DeAndre Liggins,SF-SG,202.2,27.0,31.0,,3.33
2011,12428,David Lighty,SG,216.2,28.5,33.0,10.81,3.25
2011,202714,Shelvin Mack,PG,209.0,32.0,39.0,11.23,3.18
2011,12430,Demetri McCamey,PG,204.0,27.0,33.0,11.55,3.19
2011,202734,E'Twaun Moore,SG,191.4,32.0,34.5,11.12,3.31
2011,202694,Marcus Morris,PF-SF,229.6,29.0,33.0,,3.15
2011,202693,Markieff Morris,PF,240.8,27.0,31.5,,3.4
2011,202721,Darius Morris,PG-SG,190.0,24.5,32.0,11.0,3.2
2011,202718,Chandler Parsons,SF,221.2,25.5,31.5,11.05,3.29
2011,12436,Jereme Richmond,SF,207.2,27.0,33.5,11.74,3.02
2011,202729,Josh Selby,SG-PG,194.6,29.5,42.0,11.13,3.2
2011,202697,Iman Shumpert,PG-SG,221.8,36.5,42.0,11.1,3.18
2011,202713,Kyle Singler,SF,228.0,23.0,30.0,11.22,3.21
2011,202698,Chris Singleton,SF,230.2,30.5,37.5,11.33,3.09
2011,12441,Jamie Skeen,PF,241.6,26.0,30.5,12.43,3.46
2011,202701,Nolan Smith,PG,187.6,28.5,34.0,11.05,3.17
2011,12442,Gregory Smith,PF-C,252.8,29.5,36.0,12.43,3.36
2011,12445,Malcolm Thomas,PF,223.0,32.0,36.5,11.31,3.29
2011,202738,Isaiah Thomas,PG,186.0,31.5,40.0,10.49,3.14
2011,202717,Trey Thompkins,PF,239.0,27.5,30.5,11.72,3.41
2011,202684,Tristan Thompson,PF,227.4,30.0,35.0,10.92,3.26
2011,202691,Klay Thompson,SG,205.6,26.5,31.5,10.99,3.24
2011,202719,Jeremy Tyler,PF-C,262.4,28.0,33.5,11.26,3.29
2011,202696,Nikola Vucevic,PF-C,259.8,23.5,25.0,12.02,3.27
2011,202689,Kemba Walker,PG,184.0,32.0,39.5,10.87,3.16
2011,202716,Jordan Williams,PF,247.2,25.0,30.5,12.74,3.45
2011,202682,Derrick Williams,PF-SF,248.4,29.0,34.5,11.03,3.23
2012,203112,Quincy Acy,PF,223.8,32.0,37.0,10.48,3.28
2012,203084,Harrison Barnes,SF-SG,227.8,38.0,39.5,10.93,3.16
2012,203115,Will Barton,SG-SF,174.4,30.0,34.0,12.5,3.6
2012,203078,Bradley Beal,SG,201.8,33.0,39.0,10.95,3.28
2012,12458,J'Covan Brown,PG,202.4,26.0,29.5,11.68,3.47
2012,203733,William Buford,SG-SF,214.6,27.5,32.5,11.4,3.43
2012,203109,Jae Crowder,SF,241.2,31.0,34.5,11.45,3.37
2012,203099,Jared Cunningham,SG-PG,187.6,,,,
2012,203076,Anthony Davis,PF-C,221.8,,,,
2012,203134,Marcus Denmon,SG,188.2,33.5,40.0,10.82,3.19
2012,203083,Andre Drummond,C,278.6,31.5,33.5,10.83,3.39
2012,203119,Kim English,SG,192.0,29.0,36.5,10.59,3.33
2012,203105,Festus Ezeli,C-PF,264.2,34.0,33.5,12.35,3.29
2012,12467,Drew Gordon,PF,239.0,29.0,34.0,11.35,3.49
2012,203254,JaMychal Green,PF,217.4,29.5,32.5,10.63,3.38
2012,203110,Draymond Green,PF-SF,235.6,28.0,33.0,11.01,3.4
2012,203090,Maurice Harkless,SF,206.6,32.5,37.0,10.87,3.25
2012,203089,John Henson,PF,216.0,25.5,30.0,,
2012,203189,Tu Holloway,PG,186.8,28.0,35.0,11.0,3.42
2012,203133,Robbie Hummel,SF,218.0,27.5,30.0,11.56,3.41
2012,203108,Bernard James,PF,229.8,30.0,32.5,11.84,3.4
2012,203098,John Jenkins,SG,212.0,30.5,36.5,11.36,3.37
2012,203111,Orlando Johnson,SG,223.8,32.0,39.5,10.98,3.25
2012,203130,Darius Johnson-Odom,SG,212.0,33.5,41.5,10.76,3.21
2012,203093,Terrence Jones,PF-SF,252.0,29.5,34.5,11.57,3.4
2012,203158,Kevin Jones,PF,251.2,27.5,32.5,11.94,3.6
2012,203103,Perry Jones,PF-SF,233.8,33.0,38.5,11.31,3.19
2012,203126,Kris Joseph,SG,215.0,28.5,35.0,,3.46
2012,203077,Michael Kidd-Gilchrist,SF,232.8,32.0,35.5,11.77,3.18
2012,203117,Doron Lamb,SG-PG,199.4,29.0,33.5,11.12,3.41
2012,203087,Jeremy Lamb,SG,179.2,31.5,38.0,10.98,3.25
2012,203086,Meyers Leonard,C,249.8,30.0,32.5,11.34,3.41
2012,203081,Damian Lillard,PG,188.8,34.5,39.5,11.15,3.34
2012,203159,Scott Machado,PG,205.8,27.0,32.5,11.26,3.3
2012,203088,Kendall Marshall,PG,198.4,31.0,37.0,12.03,3.23
2012,203097,Fab Melo,C,255.0,29.5,31.0,12.14,3.44
2012,203114,Khris Middleton,SF,216.2,28.0,31.0,11.45,3.47
2012,203121,Darius Miller,SF-SG,233.4,33.0,37.0,11.34,3.31
2012,203113,Quincy Miller,SF,218.7,30.5,36.0,11.05,3.48
2012,203183,Tony Mitchell,SG,216.4,31.5,40.0,11.72,3.47
2012,203102,Arnett Moultrie,PF,232.8,33.5,37.5,11.32,3.22
2012,203122,Kevin Murphy,SG,194.0,31.0,36.5,10.97,3.42
2012,203094,Andrew Nicholson,PF,234.0,28.5,30.5,11.89,3.67
2012,203124,Kyle O'Quinn,PF,240.8,31.5,31.5,11.65,3.53
2012,203101,Miles Plumlee,PF-C,252.4,34.0,40.5,10.64,3.36
2012,203085,Austin Rivers,SG-PG,202.8,32.5,37.5,11.54,3.32
2012,203080,Thomas Robinson,PF,244.2,28.5,35.5,11.96,3.17
2012,203082,Terrence Ross,SG-SF,196.6,31.0,37.5,11.78,3.28
2012,203107,Tomas Satoransky,PG-SG,200.6,,,,
2012,203118,Mike Scott,PF,240.8,27.0,32.5,11.59,3.44
2012,203156,Henry Sims,C-PF,241.2,26.5,29.5,12.33,3.44
2012,203096,Jared Sullinger,PF,268.2,29.5,31.0,12.77,3.81
2012,203116,Tyshawn Taylor,PG,177.0,32.0,36.5,11.48,3.2
2012,12507,Jordan Taylor,PG,192.8,33.0,36.5,10.57,3.19
2012,203106,Jeff Taylor,SF-SG,212.8,33.5,40.0,10.87,3.29
2012,203104,Marquis Teague,PG,179.8,32.5,40.5,10.65,3.19
2012,203138,Hollis Thompson,SF,206.0,28.5,36.5,11.72,3.38
2012,203079,Dion Waiters,SG,221.0,,,,
2012,203091,Royce White,PF,260.6,,,,
2012,203100,Tony Wroten,PG,203.2,30.0,35.5,10.75,3.24
2012,203092,Tyler Zeller,PF-C,247.4,30.0,34.0,11.13,3.4
2013,203500,Steven Adams,C,254.5,28.5,33.0,11.85,3.4
2013,203505,Vander Blue,SG,197.4,28.0,37.5,10.4,3.14
2013,203485,Lorenzo Brown,PG,189.2,28.0,34.0,11.78,3.4
2013,203493,Reggie Bullock,SG-SF,199.8,31.0,36.5,11.33,3.31
2013,203504,Trey Burke,PG,187.0,29.5,36.5,11.2,3.16
2013,203484,Kentavious Caldwell-Pope,SG,203.6,29.0,34.5,10.6,3.12
2013,203477,Isaiah Canaan,PG,188.4,33.0,40.5,10.98,3.22
2013,203478,Jackie Carmichael,PF,241.2,30.0,32.0,11.83,3.35
2013,203487,Michael Carter-Williams,PG,184.4,31.5,41.0,10.68,3.22
2013,12524,Will Clyburn,SF-SG,210.4,28.0,34.5,11.68,3.38
2013,203496,Robert Covington,SF-PF,208.6,29.5,36.0,11.69,3.34
2013,203459,Allen Crabbe,SG,197.4,30.5,36.0,10.67,3.32
2013,203552,Seth Curry,SG,179.2,,,,
2013,203561,Brandon Davies,PF,241.8,26.0,31.5,11.22,3.5
2013,203473,Dewayne Dedmon,C,238.8,28.0,32.5,12.75,3.4
2013,203476,Gorgui Dieng,C,229.6,,,,
2013,203516,James Ennis,SF,200.8,29.5,36.5,11.55,3.4
2013,203467,Carrick Felix,SF-SG,202.6,32.0,38.5,11.16,3.25
2013,203479,Jamaal Franklin,SG-SF,190.8,,,,
2013,203497,Rudy Gobert,C,237.6,25.0,29.0,12.85,3.57
2013,203462,Archie Goodwin,SG,189.0,30.0,36.0,10.75,3.27
2013,203475,Erick Green,PG,178.2,,,,
2013,203501,Tim Hardaway Jr.,SG,199.4,31.5,37.5,10.68,3.25
2013,203524,Solomon Hill,SF,226.0,29.5,37.5,10.77,3.19
2013,203494,Richard Howell,PF,249.6,,,,
2013,203470,Colton Iverson,C,262.8,26.5,30.0,11.52,3.52
2013,203510,Pierre Jackson,PG,176.0,,,,
2013,203511,Grant Jerrett,PF,232.0,28.5,34.0,11.85,3.51
2013,203509,Myck Kabongo,PG,180.4,27.5,33.5,10.64,3.44
2013,203483,Kenny Kadji,PF-C,241.6,34.0,38.0,11.47,3.44
2013,203527,Ryan Kelly,PF,228.0,,,,
2013,203499,Shane Larkin,PG,170.8,34.5,44.0,10.64,3.08
2013,203495,Ricky Ledo,SG,197.2,27.0,33.5,10.72,3.32
2013,203458,Alex Len,C,,,,,
2013,203466,CJ Leslie,PF-SF,209.2,32.5,40.5,10.19,3.1
2013,203522,Trevor Mbakwe,PF,235.8,30.0,36.5,12.01,3.32
2013,203492,Ray McCallum,PG,191.4,30.5,40.0,10.82,3.25
2013,203468,CJ McCollum,PG-SG,197.0,32.0,38.5,11.02,3.32
2013,203463,Ben McLemore,SG,189.2,32.5,42.0,11.87,3.27
2013,203502,Tony Mitchell,PF-SF,236.4,33.5,38.0,11.82,3.52
2013,203498,Shabazz Muhammad,SF-SG,221.8,29.5,37.0,10.99,3.32
2013,203513,Erik Murphy,PF,239.8,24.5,29.5,12.19,3.57
2013,203488,Mike Muscala,C-PF,230.2,28.0,33.5,11.76,3.44
2013,203457,Nerlens Noel,C,206.4,,,,
2013,203506,Victor Oladipo,SG,213.2,33.0,42.0,10.69,3.25
2013,203482,Kelly Olynyk,PF-C,234.0,24.5,29.5,11.42,3.59
2013,203464,Brandon Paul,SG,201.0,33.5,39.5,11.16,3.37
2013,203658,Norvel Pelle,PF-C,207.2,31.0,34.5,11.49,3.32
2013,203486,Mason Plumlee,C-PF,238.2,30.5,36.0,10.89,3.29
2013,203490,Otto Porter,SF,197.6,27.0,36.0,11.25,3.4
2013,203515,Phil Pressey,PG,177.0,33.0,38.5,10.86,3.13
2013,203318,Glen Rice,SF-SG,210.8,33.0,40.5,10.99,3.25
2013,203460,Andre Roberson,PF-SF,205.8,30.0,36.5,11.36,3.34
2013,203471,Dennis Schroder,PG,164.8,30.0,34.0,11.09,3.21
2013,203491,Peyton Siva,PG,180.6,33.5,41.5,10.59,3.16
2013,203503,Tony Snell,SF-SG,198.2,30.0,36.5,11.36,3.25
2013,203480,James Southerland,SF-PF,220.6,29.0,32.0,10.9,3.38
2013,203519,Adonis Thomas,SF,231.8,34.5,40.5,11.64,3.32
2013,203472,Deshaun Thomas,SF,219.8,28.5,32.0,12.94,3.53
2013,203481,Jeff Withey,C,221.8,26.5,29.0,12.49,3.47
2013,203489,Nate Wolters,PG,196.4,,,,
2013,203523,BJ Young,SG-PG,178.8,,,,
2013,203469,Cody Zeller,C-PF,230.0,35.5,37.5,10.82,3.15
2014,203919,Jordan Adams,SG,208.8,24.5,29.5,12.13,3.5
2014,203937,Kyle Anderson,SF,230.1,,,,
2014,203648,Thanasis Antetokounmpo,SF,205.2,31.5,39.5,11.39,3.18
2014,203947,Jordan Bachynski,PF,254.1,29.0,33.0,12.15,3.36
2014,203946,Cameron Bairstow,PF,252.4,31.0,33.5,11.39,3.37
2014,203920,Khem Birch,PF,208.8,30.5,35.5,11.6,3.26
2014,203938,Alec Brown,PF,231.2,27.0,30.0,12.05,3.48
2014,203900,Markel Brown,SG,184.4,36.5,43.5,12.62,3.18
2014,203913,Jabari Brown,SG,201.9,28.0,32.0,11.6,3.5
2014,203907,Deonte Burton,PG,192.8,29.0,39.5,11.28,3.28
2014,203902,Semaj Christon,PG,186.0,30.5,36.5,11.55,3.32
2014,203903,Jordan Clarkson,PG,186.3,33.0,38.5,10.76,3.28
2014,203905,Aaron Craft,PG,191.6,29.0,32.0,10.78,3.26
2014,203908,DeAndre Daniels,SF,196.0,26.5,32.0,11.46,3.44
2014,203915,Spencer Dinwiddie,PG,204.9,,,,
2014,203921,Cleanthony Early,SF,209.4,34.0,40.0,11.15,3.18
2014,203929,Melvin Ejim,SF,218.5,29.5,35.0,11.55,3.14
2014,203898,Tyler Ennis,PG,181.5,29.0,36.0,11.12,3.3
2014,203957,Dante Exum,SG,196.3,31.5,34.5,10.75,3.19
2014,203927,C.J. Fair,SF,218.1,27.0,35.0,11.0,3.32
2014,203932,Aaron Gordon,PF,220.1,32.5,39.0,10.81,3.27
2014,203924,Jerami Grant,SF,214.0,,,,
2014,203798,P.J. Hairston,SG,228.8,32.0,37.0,11.12,3.32
2014,203914,Gary Harris,SG,204.8,,,,
2014,203925,Joe Harris,SG,215.0,28.5,33.5,11.11,3.31
2014,203918,Rodney Hood,SF,208.2,29.0,36.0,11.21,3.38
2014,203928,Cory Jefferson,PF,218.4,33.0,37.5,12.63,3.36
2014,203910,Nick Johnson,SG,198.0,33.5,41.5,10.8,3.27
2014,203930,Sean Kilpatrick,SG,218.7,,,,
2014,203945,Alex Kirk,PF,252.0,28.5,31.5,11.2,3.48
2014,203897,Zach LaVine,PG,180.9,33.5,41.5,10.42,3.19
2014,203906,Devyn Marble,SG,192.4,29.0,35.0,11.32,3.28
2014,203949,James McAdoo,PF,227.6,29.5,34.0,11.61,3.28
2014,203909,K.J. McDaniels,SF,195.6,33.0,37.0,12.71,3.1
2014,203926,Doug McDermott,SF,218.0,28.5,36.5,11.1,3.29
2014,203895,Jordan McRae,SG,179.4,27.5,34.5,11.07,3.39
2014,203894,Shabazz Napier,PG,175.2,30.5,37.5,11.6,3.2
2014,203948,Johnny O?Bryant III,PF,256.8,31.0,35.5,11.57,3.45
2014,203934,Lamar Patterson,SG,226.0,27.5,32.5,11.63,3.45
2014,203940,Adreian Payne,PF,238.5,,,,
2014,203901,Elfrid Payton,PG,185.4,31.5,35.5,11.06,3.23
2014,203939,Dwight Powell,PF,234.4,28.5,35.0,11.28,3.2
2014,203944,Julius Randle,PF,249.7,29.0,35.5,11.45,3.27
2014,203922,Glenn Robinson III,SF,211.4,36.5,41.5,11.22,3.15
2014,203941,LaQuinton Ross,SF,238.7,25.0,31.0,11.97,3.44
2014,203935,Marcus Smart,PG,227.2,33.0,36.0,10.82,3.26
2014,203893,Russ Smith,PG,160.0,29.5,34.0,11.57,3.27
2014,203917,Nik Stauskas,SG,206.9,29.0,35.5,10.79,3.27
2014,203950,Jarnell Stokes,PF,262.8,31.0,36.0,11.92,3.26
2014,203904,Xavier Thames,PG,187.0,29.0,32.5,11.48,3.48
2014,203943,Noah Vonleh,PF,247.1,31.0,37.0,11.45,3.28
2014,203933,T.J. Warren,SF,220.2,27.0,35.5,11.1,3.26
2014,203912,C.J. Wilcox,SG,201.0,31.0,37.5,11.3,3.22
2014,203899,Kendall Williams,PG,183.0,27.0,33.0,10.83,
2014,203942,Patric Young,PF,246.8,32.0,37.5,11.18,3.43
2014,203923,James Young,SG,213.3,28.0,35.5,,
2015,1626146,Cliff Alexander,PF-C,239.2,,,,
2015,1626147,Justin Anderson,SF-SG,230.6,38.0,43.0,11.13,3.22
2015,1626165,Brandon Ashley,PF,228.0,31.5,35.5,11.21,3.58
2015,1626207,Ryan Boatright,PG,169.6,32.0,41.0,10.71,3.26
2015,1626164,Devin Booker,SG,205.8,27.5,34.5,10.27,3.28
2015,1626148,Anthony Brown,SF-SG,211.0,27.5,34.5,10.94,3.18
2015,1626161,Willie Cauley-Stein,C,242.4,,,,
2015,1626176,Rakeem Christmas,PF-C,242.6,29.0,32.0,11.6,3.47
2015,1626192,Pat Connaughton,SG,215.0,37.5,44.0,10.58,3.2
2015,1626188,Quinn Cook,PG,179.0,24.5,31.0,11.44,3.38
2015,1626183,Branden Dawson,PF,230.2,28.5,34.5,12.22,3.2
2015,1626155,Sam Dekker,SF,218.6,25.5,34.5,10.64,3.28
2015,1626187,Michael Frazier II,SG,199.4,27.0,35.0,10.66,3.32
2015,1626203,Treveon Graham,SF,219.4,28.5,31.5,11.64,3.3
2015,1626170,Jerian Grant,PG,198.0,,,,
2015,1626152,Olivier Hanlan,PG-SG,185.8,28.0,34.0,11.41,3.25
2015,1626149,Montrezl Harrell,PF,253.4,,,,
2015,1626150,Andrew Harrison,PG,213.2,26.5,33.0,11.2,3.34
2015,1626151,Aaron Harrison,SG,209.2,28.5,34.5,,3.27
2015,1626227,Tyler Harvey,SG,181.4,26.0,28.5,10.56,3.44
