season,player_id,player_name,position,weight,standing_vertical_leap,max_vertical_leap,lane_agility_time,three_quarter_sprint
2023,1641730,Noah Clowney,PF,,,,,
2023,1641731,Bilal Coulibaly,SG-SF,,,,,
2023,1641741,Ricky Council IV,SF,208.0,30.5,37.0,11.2,3.33
2023,1641711,Gradey Dick,SG,204.0,29.0,34.0,11.13,3.5
2023,1641743,Nikola Djurisic,SF,217.6,,,,
2023,1641744,Zach Edey,C,306.4,26.0,29.5,11.37,3.45
2023,1641745,Adam Flagler,PG,191.8,31.0,36.0,10.96,3.24
2023,1641718,Keyonte George,SG,,,,,
2023,1631243,Mouhamed Gueye,C,212.6,,,,
2023,1641722,Jordan Hawkins,SG,186.0,,,,
2023,1641746,Coleman Hawkins,PF,224.4,26.5,32.5,12.14,3.37
2023,1630703,Scoot Henderson,PG,,,,,
2023,1641707,Taylor Hendricks,PF,213.6,32.5,36.0,11.27,3.32
2023,1641747,DaRon Holmes II,C,220.8,29.5,35.0,11.48,3.2
2023,1641720,Jalen Hood-Schifino,PG,216.6,,,,
2023,1641724,Jett Howard,SF,,,,,
2023,1641713,GG Jackson,PF,214.4,31.0,37.0,11.39,3.21
2023,1641748,Andre Jackson Jr.,SF,198.4,30.5,39.5,10.83,3.14
2023,1631218,Trayce Jackson-Davis,C,240.4,33.0,36.5,11.8,3.2
2023,1631170,Jaime Jaquez Jr.,SF,226.4,34.5,39.0,11.21,3.33
2023,1641749,Keyontae Johnson,SF,238.6,,,,
2023,1641732,Colby Jones,SG,199.2,30.5,35.0,11.14,3.33
2023,1641750,Ryan Kalkbrenner,C,251.8,28.0,30.5,12.27,3.39
2023,1641751,Arthur Kaluma,PF,221.8,32.5,34.5,11.35,3.44
2023,1631340,Mojave King,SG,200.6,33.5,42.0,11.07,3.18
2023,1641752,Bobi Klintman,PF,,,,,
2023,1641721,Maxwell Lewis,SG,207.2,32.5,36.5,11.4,3.43
2023,1641726,Dereck Lively Jr.,C,,,,,
2023,1641753,Chris Livingston,SF,219.2,30.5,37.0,11.65,3.27
2023,1641754,Seth Lundy,SF,214.4,31.5,35.5,11.02,3.15
2023,1631256,Kevin McCullar,SF,,,,,
2023,1641756,Mike Miles Jr.,PG,205.0,33.0,37.0,11.01,3.11
2023,1641757,Jordan Miller,SF,191.6,32.0,36.5,11.43,3.17
2023,1641706,Brandon Miller,SF,,,,,
2023,1631159,Leonard Miller,PF,212.8,32.0,37.5,11.0,3.33
2023,1641758,Judah Mintz,PG,176.4,28.5,37.0,10.32,3.24
2023,1641759,Dillon Mitchell,PF,193.0,29.0,37.0,10.92,3.32
2023,1641760,Omari Moore,SG,188.6,29.0,35.5,10.8,3.22
2023,1631200,Kris Murray,PF,212.8,29.5,35.0,11.11,3.3
2023,1641761,Grant Nelson,PF,223.4,32.0,35.5,9.99,3.21
2023,1641762,James Nnaji,C,,,,,
2023,1641763,Julian Phillips,SF,196.6,36.0,43.0,11.09,3.32
2023,1629618,Jalen Pickett,PG,197.8,28.5,33.0,11.91,3.35
2023,1641764,Brandin Podziemski,SG,203.8,31.5,39.0,11.16,3.21
2023,1641765,Olivier-Maxence Prosper,PF,212.4,35.0,40.5,10.59,3.21
2023,1641712,Rayan Rupert,SF,193.2,27.5,32.5,11.18,3.43
2023,1641766,Adama Sanogo,C,257.8,28.5,31.0,11.5,3.31
2023,1631204,Marcus Sasser,PG,195.6,27.0,35.0,10.68,3.43
2023,1641729,Brice Sensabaugh,SF,,,,,
2023,1630545,Terrence Shannon Jr.,SF,220.0,32.0,37.5,10.36,3.06
2023,1641767,Ben Sheppard,SG,194.6,29.5,35.5,10.88,3.17
2023,1641771,Jalen Slawson,PF,221.6,29.0,33.0,11.26,3.29
2023,1631173,Terquavion Smith,SG,163.2,30.0,37.0,10.86,3.21
2023,1641733,Nick Smith Jr.,SG,,,,,
2023,1631124,Julian Strawther,SF,208.8,27.5,34.5,10.94,3.31
2023,1641708,Amen Thompson,SG,214.2,,,,
2023,1641709,Ausar Thompson,SG,218.2,,,,
2023,1631166,Drew Timme,C,243.2,26.0,30.5,10.93,3.34
2023,1641772,Nae'Qwan Tomlin,PF,,,,,
2023,1631131,Oscar Tshiebwe,C,253.6,29.5,32.5,12.26,3.32
2023,1641773,Azuolas Tubelis,PF,234.8,23.5,30.5,11.17,3.5
2023,1641774,Tristan Vukcevic,C,223.4,26.0,30.5,11.71,3.43
2023,1641716,Jarace Walker,PF,248.6,34.5,38.0,10.89,3.2
2023,1641717,Cason Wallace,PG,195.2,28.0,36.0,10.82,3.34
2023,1641775,Jordan Walsh,SF,204.0,33.0,36.0,10.83,3.3
2023,1641705,Victor Wembanyama,C,,,,,
2023,1641727,Dariq Whitehead,SG,217.2,,,,
2023,1641715,Cam Whitmore,SF,235.0,31.5,40.5,10.82,3.2
2023,1630592,Jalen Wilson,SF,230.2,31.5,35.0,11.26,3.2
2023,1631209,Isaiah Wong,SG,178.4,32.5,37.0,10.93,3.22
